Dataset_name,G,M,MS,K,CV_score
breast_cancer,0.2,0.05,0.05,20000,0.9578947368421054
breast_cancer,0.1,0.05,0.1,1000,0.9614035087719298
breast_cancer,0.15,0.05,0.1,1000,0.9543859649122807
breast_cancer,0.1,0.05,0.1,2000,0.9614035087719298
breast_cancer,0.1,0.05,0.1,3000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,1000,0.9578947368421051
breast_cancer,0.25,0.05,0.05,20000,0.9578947368421054
breast_cancer,0.15,0.05,0.1,2000,0.9578947368421054
breast_cancer,0.3,0.05,0.05,20000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,2000,0.9631578947368421
breast_cancer,0.15,0.05,0.1,3000,0.9578947368421051
breast_cancer,0.25,0.05,0.1,1000,0.9596491228070174
breast_cancer,0.1,0.05,0.1,4000,0.9578947368421054
breast_cancer,0.3,0.05,0.1,1000,0.9614035087719298
breast_cancer,0.25,0.05,0.1,2000,0.956140350877193
breast_cancer,0.15,0.05,0.1,4000,0.956140350877193
breast_cancer,0.2,0.05,0.1,3000,0.956140350877193
breast_cancer,0.3,0.05,0.1,2000,0.9526315789473685
breast_cancer,0.25,0.05,0.1,3000,0.9614035087719298
breast_cancer,0.2,0.05,0.1,4000,0.9578947368421051
breast_cancer,0.3,0.05,0.1,3000,0.9508771929824562
breast_cancer,0.25,0.05,0.1,4000,0.9543859649122807
breast_cancer,0.3,0.05,0.1,4000,0.956140350877193
breast_cancer,0.1,0.05,0.1,5000,0.9596491228070174
breast_cancer,0.15,0.05,0.1,5000,0.9614035087719298
breast_cancer,0.2,0.05,0.1,5000,0.9578947368421054
breast_cancer,0.1,0.05,0.1,6000,0.9578947368421051
breast_cancer,0.15,0.05,0.1,6000,0.9578947368421051
breast_cancer,0.1,0.05,0.1,7000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,6000,0.9543859649122807
breast_cancer,0.1,0.05,0.1,8000,0.9543859649122807
breast_cancer,0.15,0.05,0.1,7000,0.956140350877193
breast_cancer,0.25,0.05,0.1,5000,0.956140350877193
breast_cancer,0.25,0.05,0.1,6000,0.9578947368421054
breast_cancer,0.3,0.05,0.1,5000,0.9543859649122808
breast_cancer,0.2,0.05,0.1,7000,0.9543859649122808
breast_cancer,0.25,0.05,0.1,7000,0.9596491228070174
breast_cancer,0.1,0.05,0.1,9000,0.9596491228070176
breast_cancer,0.15,0.05,0.1,8000,0.9526315789473685
breast_cancer,0.3,0.05,0.1,6000,0.9596491228070174
breast_cancer,0.2,0.05,0.1,8000,0.9578947368421054
breast_cancer,0.3,0.05,0.1,7000,0.9578947368421051
breast_cancer,0.15,0.05,0.1,9000,0.9578947368421051
breast_cancer,0.25,0.05,0.1,8000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,9000,0.9543859649122808
breast_cancer,0.3,0.05,0.1,8000,0.9578947368421051
breast_cancer,0.25,0.05,0.1,9000,0.9614035087719298
breast_cancer,0.1,0.05,0.1,10000,0.9508771929824562
breast_cancer,0.3,0.05,0.1,9000,0.956140350877193
breast_cancer,0.15,0.05,0.1,10000,0.9543859649122808
breast_cancer,0.1,0.05,0.1,11000,0.9614035087719298
breast_cancer,0.2,0.05,0.1,10000,0.9596491228070174
breast_cancer,0.1,0.05,0.1,12000,0.9578947368421054
breast_cancer,0.15,0.05,0.1,11000,0.9578947368421054
breast_cancer,0.25,0.05,0.1,10000,0.9596491228070176
breast_cancer,0.2,0.05,0.1,11000,0.9578947368421054
breast_cancer,0.15,0.05,0.1,12000,0.9614035087719298
breast_cancer,0.3,0.05,0.1,10000,0.9578947368421054
breast_cancer,0.1,0.05,0.1,13000,0.9526315789473683
breast_cancer,0.25,0.05,0.1,11000,0.9666666666666668
breast_cancer,0.15,0.05,0.1,13000,0.9614035087719298
breast_cancer,0.2,0.05,0.1,12000,0.9596491228070174
breast_cancer,0.3,0.05,0.1,11000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,13000,0.9614035087719298
breast_cancer,0.25,0.05,0.1,12000,0.9578947368421054
breast_cancer,0.1,0.05,0.1,14000,0.9491228070175438
breast_cancer,0.3,0.05,0.1,12000,0.9526315789473685
breast_cancer,0.15,0.05,0.1,14000,0.956140350877193
breast_cancer,0.25,0.05,0.1,13000,0.956140350877193
breast_cancer,0.3,0.05,0.1,13000,0.956140350877193
breast_cancer,0.2,0.05,0.1,14000,0.9596491228070174
breast_cancer,0.1,0.05,0.1,15000,0.956140350877193
breast_cancer,0.25,0.05,0.1,14000,0.9508771929824562
breast_cancer,0.15,0.05,0.1,15000,0.9596491228070174
breast_cancer,0.3,0.05,0.1,14000,0.956140350877193
breast_cancer,0.1,0.05,0.1,16000,0.9596491228070174
breast_cancer,0.2,0.05,0.1,15000,0.9614035087719298
breast_cancer,0.1,0.05,0.1,17000,0.9614035087719298
breast_cancer,0.15,0.05,0.1,16000,0.9596491228070174
breast_cancer,0.25,0.05,0.1,15000,0.956140350877193
breast_cancer,0.2,0.05,0.1,16000,0.9543859649122807
breast_cancer,0.3,0.05,0.1,15000,0.9614035087719298
breast_cancer,0.15,0.05,0.1,17000,0.956140350877193
breast_cancer,0.1,0.05,0.1,18000,0.9578947368421054
breast_cancer,0.25,0.05,0.1,16000,0.9578947368421051
breast_cancer,0.2,0.05,0.1,17000,0.9578947368421051
breast_cancer,0.3,0.05,0.1,16000,0.9543859649122808
breast_cancer,0.15,0.05,0.1,18000,0.9578947368421051
breast_cancer,0.25,0.05,0.1,17000,0.9578947368421054
breast_cancer,0.1,0.05,0.1,19000,0.9578947368421054
breast_cancer,0.2,0.05,0.1,18000,0.9631578947368421
breast_cancer,0.3,0.05,0.1,17000,0.9543859649122807
breast_cancer,0.25,0.05,0.1,18000,0.9578947368421054
breast_cancer,0.3,0.05,0.1,18000,0.9596491228070174
breast_cancer,0.15,0.05,0.1,19000,0.9596491228070174
breast_cancer,0.2,0.05,0.1,19000,0.9526315789473685
breast_cancer,0.25,0.05,0.1,19000,0.9543859649122807
breast_cancer,0.1,0.05,0.1,20000,0.9578947368421054
breast_cancer,0.15,0.05,0.1,20000,0.956140350877193
breast_cancer,0.1,0.06,0.05,1000,0.9596491228070174
breast_cancer,0.2,0.05,0.1,20000,0.9543859649122807
breast_cancer,0.3,0.05,0.1,19000,0.9596491228070174
breast_cancer,0.15,0.06,0.05,1000,0.9596491228070174
breast_cancer,0.1,0.06,0.05,2000,0.9508771929824562
breast_cancer,0.25,0.05,0.1,20000,0.9543859649122808
breast_cancer,0.2,0.06,0.05,1000,0.9526315789473685
breast_cancer,0.3,0.05,0.1,20000,0.9596491228070174
breast_cancer,0.15,0.06,0.05,2000,0.9543859649122807
breast_cancer,0.25,0.06,0.05,1000,0.9526315789473685
breast_cancer,0.2,0.06,0.05,2000,0.9614035087719298
breast_cancer,0.1,0.06,0.05,3000,0.9596491228070174
breast_cancer,0.3,0.06,0.05,1000,0.9526315789473685
breast_cancer,0.15,0.06,0.05,3000,0.9596491228070174
breast_cancer,0.25,0.06,0.05,2000,0.9543859649122808
breast_cancer,0.2,0.06,0.05,3000,0.9614035087719298
breast_cancer,0.3,0.06,0.05,2000,0.9614035087719298
breast_cancer,0.1,0.06,0.05,4000,0.9578947368421054
breast_cancer,0.25,0.06,0.05,3000,0.9526315789473685
breast_cancer,0.3,0.06,0.05,3000,0.9526315789473685
breast_cancer,0.15,0.06,0.05,4000,0.9578947368421054
breast_cancer,0.2,0.06,0.05,4000,0.9578947368421051
breast_cancer,0.1,0.06,0.05,5000,0.9614035087719298
breast_cancer,0.25,0.06,0.05,4000,0.956140350877193
breast_cancer,0.15,0.06,0.05,5000,0.956140350877193
breast_cancer,0.1,0.06,0.05,6000,0.9596491228070174
breast_cancer,0.2,0.06,0.05,5000,0.9578947368421054
breast_cancer,0.3,0.06,0.05,4000,0.9614035087719298
breast_cancer,0.15,0.06,0.05,6000,0.956140350877193
breast_cancer,0.1,0.06,0.05,7000,0.9578947368421054
breast_cancer,0.25,0.06,0.05,5000,0.956140350877193
breast_cancer,0.2,0.06,0.05,6000,0.9543859649122808
breast_cancer,0.15,0.06,0.05,7000,0.956140350877193
breast_cancer,0.3,0.06,0.05,5000,0.9578947368421054
breast_cancer,0.25,0.06,0.05,6000,0.9596491228070174
breast_cancer,0.1,0.06,0.05,8000,0.9578947368421054
breast_cancer,0.2,0.06,0.05,7000,0.956140350877193
breast_cancer,0.15,0.06,0.05,8000,0.9526315789473685
breast_cancer,0.3,0.06,0.05,6000,0.9543859649122808
breast_cancer,0.25,0.06,0.05,7000,0.9596491228070174
breast_cancer,0.3,0.06,0.05,7000,0.9543859649122807
breast_cancer,0.2,0.06,0.05,8000,0.956140350877193
breast_cancer,0.25,0.06,0.05,8000,0.9543859649122807
breast_cancer,0.3,0.06,0.05,8000,0.9543859649122808
breast_cancer,0.1,0.06,0.05,9000,0.9526315789473683
breast_cancer,0.15,0.06,0.05,9000,0.9614035087719298
breast_cancer,0.2,0.06,0.05,9000,0.9614035087719298
breast_cancer,0.1,0.06,0.05,10000,0.9508771929824562
breast_cancer,0.25,0.06,0.05,9000,0.9614035087719298
breast_cancer,0.15,0.06,0.05,10000,0.9596491228070174
breast_cancer,0.1,0.06,0.05,11000,0.9596491228070174
breast_cancer,0.2,0.06,0.05,10000,0.9596491228070174
breast_cancer,0.3,0.06,0.05,9000,0.9508771929824562
breast_cancer,0.15,0.06,0.05,11000,0.9578947368421054
breast_cancer,0.25,0.06,0.05,10000,0.9543859649122808
breast_cancer,0.1,0.06,0.05,12000,0.9596491228070174
breast_cancer,0.2,0.06,0.05,11000,0.9491228070175438
breast_cancer,0.3,0.06,0.05,10000,0.9631578947368421
breast_cancer,0.15,0.06,0.05,12000,0.956140350877193
breast_cancer,0.25,0.06,0.05,11000,0.9578947368421054
breast_cancer,0.1,0.06,0.05,13000,0.9596491228070174
breast_cancer,0.3,0.06,0.05,11000,0.956140350877193
breast_cancer,0.2,0.06,0.05,12000,0.956140350877193
breast_cancer,0.15,0.06,0.05,13000,0.9578947368421051
breast_cancer,0.25,0.06,0.05,12000,0.9526315789473685
breast_cancer,0.3,0.06,0.05,12000,0.9596491228070176
breast_cancer,0.2,0.06,0.05,13000,0.9596491228070174
breast_cancer,0.25,0.06,0.05,13000,0.956140350877193
breast_cancer,0.1,0.06,0.05,14000,0.9578947368421054
breast_cancer,0.3,0.06,0.05,13000,0.956140350877193
breast_cancer,0.15,0.06,0.05,14000,0.9596491228070174
breast_cancer,0.2,0.06,0.05,14000,0.956140350877193
breast_cancer,0.1,0.06,0.05,15000,0.956140350877193
breast_cancer,0.25,0.06,0.05,14000,0.956140350877193
breast_cancer,0.15,0.06,0.05,15000,0.9596491228070174
breast_cancer,0.2,0.06,0.05,15000,0.956140350877193
breast_cancer,0.3,0.06,0.05,14000,0.9596491228070174
breast_cancer,0.1,0.06,0.05,16000,0.9526315789473683
breast_cancer,0.25,0.06,0.05,15000,0.9578947368421054
breast_cancer,0.15,0.06,0.05,16000,0.9543859649122807
breast_cancer,0.3,0.06,0.05,15000,0.956140350877193
breast_cancer,0.1,0.06,0.05,17000,0.956140350877193
breast_cancer,0.2,0.06,0.05,16000,0.956140350877193
breast_cancer,0.15,0.06,0.05,17000,0.9596491228070176
breast_cancer,0.25,0.06,0.05,16000,0.956140350877193
breast_cancer,0.3,0.06,0.05,16000,0.956140350877193
breast_cancer,0.2,0.06,0.05,17000,0.9543859649122808
breast_cancer,0.1,0.06,0.05,18000,0.9526315789473685
breast_cancer,0.25,0.06,0.05,17000,0.9543859649122808
breast_cancer,0.15,0.06,0.05,18000,0.956140350877193
breast_cancer,0.3,0.06,0.05,17000,0.9578947368421054
breast_cancer,0.2,0.06,0.05,18000,0.9578947368421051
breast_cancer,0.25,0.06,0.05,18000,0.9578947368421051
breast_cancer,0.1,0.06,0.05,19000,0.956140350877193
breast_cancer,0.3,0.06,0.05,18000,0.9596491228070174
breast_cancer,0.15,0.06,0.05,19000,0.956140350877193
breast_cancer,0.2,0.06,0.05,19000,0.9491228070175438
breast_cancer,0.1,0.06,0.05,20000,0.9631578947368421
breast_cancer,0.15,0.06,0.05,20000,0.9543859649122807
breast_cancer,0.25,0.06,0.05,19000,0.9578947368421051
breast_cancer,0.2,0.06,0.05,20000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,1000,0.956140350877193
breast_cancer,0.3,0.06,0.05,19000,0.9649122807017545
breast_cancer,0.15,0.06,0.1,1000,0.9578947368421054
breast_cancer,0.25,0.06,0.05,20000,0.956140350877193
breast_cancer,0.2,0.06,0.1,1000,0.9578947368421054
breast_cancer,0.1,0.06,0.1,2000,0.9596491228070174
breast_cancer,0.3,0.06,0.05,20000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,2000,0.956140350877193
breast_cancer,0.25,0.06,0.1,1000,0.956140350877193
breast_cancer,0.2,0.06,0.1,2000,0.9543859649122808
breast_cancer,0.3,0.06,0.1,1000,0.9578947368421054
breast_cancer,0.1,0.06,0.1,3000,0.9596491228070174
breast_cancer,0.25,0.06,0.1,2000,0.9596491228070174
breast_cancer,0.3,0.06,0.1,2000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,3000,0.9596491228070174
breast_cancer,0.2,0.06,0.1,3000,0.956140350877193
breast_cancer,0.1,0.06,0.1,4000,0.9526315789473685
breast_cancer,0.25,0.06,0.1,3000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,3000,0.956140350877193
breast_cancer,0.15,0.06,0.1,4000,0.9596491228070174
breast_cancer,0.2,0.06,0.1,4000,0.9614035087719298
breast_cancer,0.1,0.06,0.1,5000,0.9543859649122807
breast_cancer,0.15,0.06,0.1,5000,0.9596491228070174
breast_cancer,0.25,0.06,0.1,4000,0.956140350877193
breast_cancer,0.2,0.06,0.1,5000,0.9526315789473685
breast_cancer,0.1,0.06,0.1,6000,0.9596491228070174
breast_cancer,0.3,0.06,0.1,4000,0.9596491228070174
breast_cancer,0.15,0.06,0.1,6000,0.956140350877193
breast_cancer,0.25,0.06,0.1,5000,0.9543859649122808
breast_cancer,0.2,0.06,0.1,6000,0.9543859649122807
breast_cancer,0.1,0.06,0.1,7000,0.9543859649122808
breast_cancer,0.3,0.06,0.1,5000,0.956140350877193
breast_cancer,0.15,0.06,0.1,7000,0.9596491228070174
breast_cancer,0.25,0.06,0.1,6000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,6000,0.9596491228070174
breast_cancer,0.2,0.06,0.1,7000,0.9526315789473685
breast_cancer,0.25,0.06,0.1,7000,0.9543859649122808
breast_cancer,0.1,0.06,0.1,8000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,7000,0.9508771929824562
breast_cancer,0.15,0.06,0.1,8000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,9000,0.9578947368421054
breast_cancer,0.2,0.06,0.1,8000,0.956140350877193
breast_cancer,0.25,0.06,0.1,8000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,9000,0.956140350877193
breast_cancer,0.2,0.06,0.1,9000,0.9596491228070176
breast_cancer,0.1,0.06,0.1,10000,0.9631578947368421
breast_cancer,0.3,0.06,0.1,8000,0.9543859649122807
breast_cancer,0.15,0.06,0.1,10000,0.956140350877193
breast_cancer,0.25,0.06,0.1,9000,0.9596491228070176
breast_cancer,0.2,0.06,0.1,10000,0.9578947368421051
breast_cancer,0.3,0.06,0.1,9000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,11000,0.9578947368421051
breast_cancer,0.15,0.06,0.1,11000,0.9596491228070174
breast_cancer,0.25,0.06,0.1,10000,0.956140350877193
breast_cancer,0.1,0.06,0.1,12000,0.956140350877193
breast_cancer,0.2,0.06,0.1,11000,0.9578947368421054
breast_cancer,0.3,0.06,0.1,10000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,12000,0.956140350877193
breast_cancer,0.25,0.06,0.1,11000,0.9578947368421054
breast_cancer,0.3,0.06,0.1,11000,0.9578947368421051
breast_cancer,0.2,0.06,0.1,12000,0.9578947368421054
breast_cancer,0.25,0.06,0.1,12000,0.9578947368421054
breast_cancer,0.3,0.06,0.1,12000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,13000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,13000,0.9508771929824562
breast_cancer,0.2,0.06,0.1,13000,0.9578947368421054
breast_cancer,0.1,0.06,0.1,14000,0.956140350877193
breast_cancer,0.25,0.06,0.1,13000,0.956140350877193
breast_cancer,0.15,0.06,0.1,14000,0.9578947368421054
breast_cancer,0.2,0.06,0.1,14000,0.9578947368421054
breast_cancer,0.3,0.06,0.1,13000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,15000,0.9578947368421051
breast_cancer,0.15,0.06,0.1,15000,0.9578947368421054
breast_cancer,0.25,0.06,0.1,14000,0.9614035087719298
breast_cancer,0.2,0.06,0.1,15000,0.9596491228070174
breast_cancer,0.3,0.06,0.1,14000,0.9596491228070174
breast_cancer,0.1,0.06,0.1,16000,0.9614035087719298
breast_cancer,0.15,0.06,0.1,16000,0.9526315789473685
breast_cancer,0.25,0.06,0.1,15000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,15000,0.956140350877193
breast_cancer,0.1,0.06,0.1,17000,0.956140350877193
breast_cancer,0.2,0.06,0.1,16000,0.9631578947368421
breast_cancer,0.15,0.06,0.1,17000,0.956140350877193
breast_cancer,0.25,0.06,0.1,16000,0.9526315789473683
breast_cancer,0.3,0.06,0.1,16000,0.9596491228070174
breast_cancer,0.2,0.06,0.1,17000,0.9578947368421054
breast_cancer,0.1,0.06,0.1,18000,0.9578947368421054
breast_cancer,0.25,0.06,0.1,17000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,17000,0.9543859649122807
breast_cancer,0.15,0.06,0.1,18000,0.9614035087719298
breast_cancer,0.2,0.06,0.1,18000,0.9578947368421054
breast_cancer,0.1,0.06,0.1,19000,0.9543859649122808
breast_cancer,0.25,0.06,0.1,18000,0.9526315789473685
breast_cancer,0.15,0.06,0.1,19000,0.9578947368421051
breast_cancer,0.3,0.06,0.1,18000,0.9578947368421051
breast_cancer,0.2,0.06,0.1,19000,0.9526315789473685
breast_cancer,0.1,0.06,0.1,20000,0.9526315789473685
breast_cancer,0.25,0.06,0.1,19000,0.9578947368421054
breast_cancer,0.15,0.06,0.1,20000,0.9526315789473685
breast_cancer,0.2,0.06,0.1,20000,0.9614035087719298
breast_cancer,0.1,0.07,0.05,1000,0.956140350877193
breast_cancer,0.3,0.06,0.1,19000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,1000,0.9543859649122808
breast_cancer,0.25,0.06,0.1,20000,0.9614035087719298
breast_cancer,0.3,0.06,0.1,20000,0.956140350877193
breast_cancer,0.2,0.07,0.05,1000,0.9543859649122807
breast_cancer,0.1,0.07,0.05,2000,0.9543859649122808
breast_cancer,0.25,0.07,0.05,1000,0.9578947368421051
breast_cancer,0.15,0.07,0.05,2000,0.9631578947368421
breast_cancer,0.3,0.07,0.05,1000,0.9543859649122808
breast_cancer,0.2,0.07,0.05,2000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,3000,0.9578947368421054
breast_cancer,0.25,0.07,0.05,2000,0.956140350877193
breast_cancer,0.3,0.07,0.05,2000,0.9543859649122807
breast_cancer,0.15,0.07,0.05,3000,0.956140350877193
breast_cancer,0.2,0.07,0.05,3000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,4000,0.956140350877193
breast_cancer,0.25,0.07,0.05,3000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,4000,0.9614035087719298
breast_cancer,0.3,0.07,0.05,3000,0.956140350877193
breast_cancer,0.2,0.07,0.05,4000,0.9578947368421054
breast_cancer,0.1,0.07,0.05,5000,0.9578947368421051
breast_cancer,0.15,0.07,0.05,5000,0.9614035087719298
breast_cancer,0.25,0.07,0.05,4000,0.9543859649122807
breast_cancer,0.3,0.07,0.05,4000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,6000,0.9596491228070176
breast_cancer,0.2,0.07,0.05,5000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,6000,0.9578947368421051
breast_cancer,0.25,0.07,0.05,5000,0.9596491228070174
breast_cancer,0.2,0.07,0.05,6000,0.9578947368421054
breast_cancer,0.3,0.07,0.05,5000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,7000,0.9596491228070174
breast_cancer,0.25,0.07,0.05,6000,0.956140350877193
breast_cancer,0.3,0.07,0.05,6000,0.9543859649122807
breast_cancer,0.15,0.07,0.05,7000,0.9578947368421051
breast_cancer,0.2,0.07,0.05,7000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,8000,0.956140350877193
breast_cancer,0.25,0.07,0.05,7000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,8000,0.9596491228070174
breast_cancer,0.3,0.07,0.05,7000,0.9596491228070176
breast_cancer,0.1,0.07,0.05,9000,0.9578947368421051
breast_cancer,0.2,0.07,0.05,8000,0.9543859649122807
breast_cancer,0.15,0.07,0.05,9000,0.9543859649122807
breast_cancer,0.25,0.07,0.05,8000,0.956140350877193
breast_cancer,0.3,0.07,0.05,8000,0.956140350877193
breast_cancer,0.2,0.07,0.05,9000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,10000,0.956140350877193
breast_cancer,0.15,0.07,0.05,10000,0.9543859649122807
breast_cancer,0.25,0.07,0.05,9000,0.9596491228070174
breast_cancer,0.2,0.07,0.05,10000,0.9596491228070174
breast_cancer,0.3,0.07,0.05,9000,0.956140350877193
breast_cancer,0.1,0.07,0.05,11000,0.9543859649122807
breast_cancer,0.25,0.07,0.05,10000,0.9578947368421054
breast_cancer,0.15,0.07,0.05,11000,0.9578947368421051
breast_cancer,0.3,0.07,0.05,10000,0.9596491228070174
breast_cancer,0.2,0.07,0.05,11000,0.956140350877193
breast_cancer,0.25,0.07,0.05,11000,0.9578947368421054
breast_cancer,0.1,0.07,0.05,12000,0.9614035087719298
breast_cancer,0.3,0.07,0.05,11000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,12000,0.9543859649122807
breast_cancer,0.2,0.07,0.05,12000,0.956140350877193
breast_cancer,0.1,0.07,0.05,13000,0.9596491228070174
breast_cancer,0.25,0.07,0.05,12000,0.9578947368421054
breast_cancer,0.15,0.07,0.05,13000,0.9543859649122808
breast_cancer,0.2,0.07,0.05,13000,0.9578947368421054
breast_cancer,0.3,0.07,0.05,12000,0.956140350877193
breast_cancer,0.1,0.07,0.05,14000,0.9578947368421051
breast_cancer,0.25,0.07,0.05,13000,0.956140350877193
breast_cancer,0.15,0.07,0.05,14000,0.9578947368421051
breast_cancer,0.3,0.07,0.05,13000,0.9649122807017545
breast_cancer,0.2,0.07,0.05,14000,0.9578947368421054
breast_cancer,0.1,0.07,0.05,15000,0.9543859649122808
breast_cancer,0.15,0.07,0.05,15000,0.9631578947368421
breast_cancer,0.25,0.07,0.05,14000,0.9578947368421051
breast_cancer,0.2,0.07,0.05,15000,0.9596491228070174
breast_cancer,0.3,0.07,0.05,14000,0.9614035087719298
breast_cancer,0.1,0.07,0.05,16000,0.9578947368421054
breast_cancer,0.25,0.07,0.05,15000,0.9596491228070174
breast_cancer,0.15,0.07,0.05,16000,0.956140350877193
breast_cancer,0.3,0.07,0.05,15000,0.9596491228070174
breast_cancer,0.2,0.07,0.05,16000,0.9596491228070174
breast_cancer,0.1,0.07,0.05,17000,0.9614035087719298
breast_cancer,0.25,0.07,0.05,16000,0.9543859649122808
breast_cancer,0.3,0.07,0.05,16000,0.956140350877193
breast_cancer,0.15,0.07,0.05,17000,0.9578947368421054
breast_cancer,0.2,0.07,0.05,17000,0.9578947368421051
breast_cancer,0.1,0.07,0.05,18000,0.956140350877193
breast_cancer,0.25,0.07,0.05,17000,0.9543859649122807
breast_cancer,0.15,0.07,0.05,18000,0.9508771929824562
breast_cancer,0.3,0.07,0.05,17000,0.9578947368421051
breast_cancer,0.2,0.07,0.05,18000,0.9578947368421054
breast_cancer,0.1,0.07,0.05,19000,0.956140350877193
breast_cancer,0.15,0.07,0.05,19000,0.9543859649122808
breast_cancer,0.25,0.07,0.05,18000,0.9526315789473685
breast_cancer,0.3,0.07,0.05,18000,0.9578947368421051
breast_cancer,0.2,0.07,0.05,19000,0.9526315789473683
breast_cancer,0.1,0.07,0.05,20000,0.9526315789473683
breast_cancer,0.25,0.07,0.05,19000,0.956140350877193
breast_cancer,0.15,0.07,0.05,20000,0.9578947368421054
breast_cancer,0.3,0.07,0.05,19000,0.9578947368421051
breast_cancer,0.1,0.07,0.1,1000,0.9596491228070174
breast_cancer,0.2,0.07,0.05,20000,0.9578947368421051
breast_cancer,0.25,0.07,0.05,20000,0.9649122807017545
breast_cancer,0.15,0.07,0.1,1000,0.9578947368421054
breast_cancer,0.3,0.07,0.05,20000,0.9526315789473685
breast_cancer,0.2,0.07,0.1,1000,0.9596491228070174
breast_cancer,0.1,0.07,0.1,2000,0.9596491228070174
breast_cancer,0.25,0.07,0.1,1000,0.956140350877193
breast_cancer,0.3,0.07,0.1,1000,0.956140350877193
breast_cancer,0.15,0.07,0.1,2000,0.9578947368421054
breast_cancer,0.1,0.07,0.1,3000,0.9614035087719298
breast_cancer,0.2,0.07,0.1,2000,0.956140350877193
breast_cancer,0.25,0.07,0.1,2000,0.9614035087719298
breast_cancer,0.15,0.07,0.1,3000,0.9578947368421054
breast_cancer,0.3,0.07,0.1,2000,0.9508771929824562
breast_cancer,0.1,0.07,0.1,4000,0.9596491228070176
breast_cancer,0.2,0.07,0.1,3000,0.9596491228070174
breast_cancer,0.15,0.07,0.1,4000,0.9614035087719298
breast_cancer,0.25,0.07,0.1,3000,0.956140350877193
breast_cancer,0.3,0.07,0.1,3000,0.956140350877193
breast_cancer,0.1,0.07,0.1,5000,0.9578947368421054
breast_cancer,0.2,0.07,0.1,4000,0.956140350877193
breast_cancer,0.25,0.07,0.1,4000,0.9596491228070174
breast_cancer,0.15,0.07,0.1,5000,0.9578947368421051
breast_cancer,0.3,0.07,0.1,4000,0.956140350877193
breast_cancer,0.2,0.07,0.1,5000,0.9578947368421054
breast_cancer,0.1,0.07,0.1,6000,0.9578947368421054
breast_cancer,0.25,0.07,0.1,5000,0.9543859649122807
breast_cancer,0.3,0.07,0.1,5000,0.9578947368421051
breast_cancer,0.15,0.07,0.1,6000,0.9578947368421054
breast_cancer,0.2,0.07,0.1,6000,0.9596491228070174
breast_cancer,0.25,0.07,0.1,6000,0.9596491228070174
breast_cancer,0.1,0.07,0.1,7000,0.956140350877193
breast_cancer,0.3,0.07,0.1,6000,0.9578947368421054
breast_cancer,0.15,0.07,0.1,7000,0.9543859649122808
breast_cancer,0.2,0.07,0.1,7000,0.9631578947368421
breast_cancer,0.1,0.07,0.1,8000,0.956140350877193
breast_cancer,0.25,0.07,0.1,7000,0.9614035087719298
breast_cancer,0.15,0.07,0.1,8000,0.956140350877193
breast_cancer,0.3,0.07,0.1,7000,0.9596491228070174
breast_cancer,0.2,0.07,0.1,8000,0.9526315789473685
breast_cancer,0.1,0.07,0.1,9000,0.9543859649122807
breast_cancer,0.15,0.07,0.1,9000,0.9596491228070174
breast_cancer,0.25,0.07,0.1,8000,0.9526315789473685
breast_cancer,0.2,0.07,0.1,9000,0.9578947368421054
breast_cancer,0.3,0.07,0.1,8000,0.9614035087719298
breast_cancer,0.1,0.07,0.1,10000,0.9526315789473683
breast_cancer,0.15,0.07,0.1,10000,0.9543859649122807
breast_cancer,0.25,0.07,0.1,9000,0.9596491228070174
breast_cancer,0.2,0.07,0.1,10000,0.9578947368421054
breast_cancer,0.3,0.07,0.1,9000,0.9596491228070174
breast_cancer,0.1,0.07,0.1,11000,0.956140350877193
breast_cancer,0.25,0.07,0.1,10000,0.9578947368421054
