Dataset_name,G,M,MS,K,CV_score
flare,0.15,0.05,0.1,16000,0.8093457943925234
flare,0.2,0.05,0.1,15000,0.8065420560747665
flare,0.1,0.05,0.1,17000,0.811214953271028
flare,0.25,0.05,0.1,15000,0.811214953271028
flare,0.3,0.05,0.1,15000,0.8168224299065422
flare,0.15,0.05,0.1,17000,0.8065420560747663
flare,0.1,0.05,0.1,18000,0.811214953271028
flare,0.2,0.05,0.1,16000,0.8149532710280374
flare,0.15,0.05,0.1,18000,0.8102803738317756
flare,0.3,0.05,0.1,16000,0.8102803738317756
flare,0.25,0.05,0.1,16000,0.8102803738317756
flare,0.25,0.05,0.1,17000,0.8065420560747663
flare,0.2,0.05,0.1,17000,0.8149532710280374
flare,0.1,0.05,0.1,19000,0.7990654205607477
flare,0.3,0.05,0.1,17000,0.8074766355140186
flare,0.2,0.05,0.1,18000,0.814018691588785
flare,0.25,0.05,0.1,18000,0.8168224299065422
flare,0.3,0.05,0.1,18000,0.8205607476635514
flare,0.15,0.05,0.1,19000,0.8196261682242991
flare,0.2,0.05,0.1,19000,0.8149532710280374
flare,0.1,0.05,0.1,20000,0.8121495327102805
flare,0.25,0.05,0.1,19000,0.805607476635514
flare,0.15,0.05,0.1,20000,0.8093457943925234
flare,0.3,0.05,0.1,19000,0.8205607476635514
flare,0.1,0.06,0.05,1000,0.8093457943925234
flare,0.2,0.05,0.1,20000,0.8046728971962617
flare,0.15,0.06,0.05,1000,0.8149532710280374
flare,0.25,0.05,0.1,20000,0.811214953271028
flare,0.3,0.05,0.1,20000,0.814018691588785
flare,0.1,0.06,0.05,2000,0.8149532710280374
flare,0.15,0.06,0.05,2000,0.8186915887850468
flare,0.2,0.06,0.05,1000,0.8177570093457944
flare,0.1,0.06,0.05,3000,0.8121495327102803
flare,0.25,0.06,0.05,1000,0.8084112149532711
flare,0.3,0.06,0.05,1000,0.8046728971962617
flare,0.2,0.06,0.05,2000,0.8102803738317756
flare,0.15,0.06,0.05,3000,0.8102803738317756
flare,0.25,0.06,0.05,2000,0.8093457943925234
flare,0.3,0.06,0.05,2000,0.8093457943925234
flare,0.1,0.06,0.05,4000,0.8
flare,0.25,0.06,0.05,3000,0.8074766355140188
flare,0.3,0.06,0.05,3000,0.8084112149532711
flare,0.2,0.06,0.05,3000,0.808411214953271
flare,0.15,0.06,0.05,4000,0.8084112149532711
flare,0.1,0.06,0.05,5000,0.814018691588785
flare,0.2,0.06,0.05,4000,0.8186915887850468
flare,0.25,0.06,0.05,4000,0.8130841121495328
flare,0.3,0.06,0.05,4000,0.8065420560747663
flare,0.15,0.06,0.05,5000,0.814018691588785
flare,0.1,0.06,0.05,6000,0.8149532710280374
flare,0.15,0.06,0.05,6000,0.8186915887850468
flare,0.25,0.06,0.05,5000,0.8028037383177569
flare,0.2,0.06,0.05,5000,0.8074766355140188
flare,0.15,0.06,0.05,7000,0.8121495327102803
flare,0.1,0.06,0.05,7000,0.814018691588785
flare,0.3,0.06,0.05,5000,0.8177570093457944
flare,0.15,0.06,0.05,8000,0.8046728971962617
flare,0.25,0.06,0.05,6000,0.8093457943925234
flare,0.2,0.06,0.05,6000,0.811214953271028
flare,0.1,0.06,0.05,8000,0.816822429906542
flare,0.25,0.06,0.05,7000,0.8084112149532711
flare,0.3,0.06,0.05,6000,0.8158878504672897
flare,0.3,0.06,0.05,7000,0.8102803738317756
flare,0.2,0.06,0.05,7000,0.811214953271028
flare,0.25,0.06,0.05,8000,0.8065420560747663
flare,0.3,0.06,0.05,8000,0.8149532710280374
flare,0.2,0.06,0.05,8000,0.8186915887850468
flare,0.1,0.06,0.05,9000,0.8084112149532711
flare,0.15,0.06,0.05,9000,0.8186915887850468
flare,0.1,0.06,0.05,10000,0.8196261682242991
flare,0.15,0.06,0.05,10000,0.8121495327102803
flare,0.2,0.06,0.05,9000,0.8093457943925234
flare,0.25,0.06,0.05,9000,0.8186915887850468
flare,0.3,0.06,0.05,9000,0.811214953271028
flare,0.1,0.06,0.05,11000,0.8102803738317756
flare,0.2,0.06,0.05,10000,0.8093457943925234
flare,0.15,0.06,0.05,11000,0.8130841121495326
flare,0.25,0.06,0.05,10000,0.8130841121495328
flare,0.3,0.06,0.05,10000,0.8121495327102803
flare,0.1,0.06,0.05,12000,0.8102803738317756
flare,0.15,0.06,0.05,12000,0.8121495327102803
flare,0.25,0.06,0.05,11000,0.8102803738317756
flare,0.3,0.06,0.05,11000,0.814018691588785
flare,0.2,0.06,0.05,12000,0.8065420560747663
flare,0.2,0.06,0.05,11000,0.8149532710280374
flare,0.15,0.06,0.05,13000,0.8130841121495326
flare,0.3,0.06,0.05,12000,0.8149532710280374
flare,0.1,0.06,0.05,13000,0.8130841121495328
flare,0.25,0.06,0.05,12000,0.8046728971962616
flare,0.2,0.06,0.05,13000,0.8196261682242991
flare,0.25,0.06,0.05,13000,0.8093457943925234
flare,0.1,0.06,0.05,14000,0.811214953271028
flare,0.3,0.06,0.05,13000,0.8093457943925234
flare,0.15,0.06,0.05,14000,0.8093457943925234
flare,0.1,0.06,0.05,15000,0.8149532710280374
flare,0.25,0.06,0.05,14000,0.8149532710280374
flare,0.3,0.06,0.05,14000,0.8102803738317756
flare,0.15,0.06,0.05,15000,0.8037383177570094
flare,0.2,0.06,0.05,14000,0.805607476635514
flare,0.1,0.06,0.05,16000,0.8149532710280374
flare,0.15,0.06,0.05,16000,0.8196261682242991
flare,0.2,0.06,0.05,15000,0.8074766355140188
flare,0.3,0.06,0.05,15000,0.8074766355140188
flare,0.25,0.06,0.05,15000,0.8084112149532711
flare,0.1,0.06,0.05,17000,0.8196261682242991
flare,0.2,0.06,0.05,16000,0.8046728971962617
flare,0.25,0.06,0.05,16000,0.8121495327102805
flare,0.15,0.06,0.05,17000,0.805607476635514
flare,0.3,0.06,0.05,16000,0.8102803738317756
flare,0.15,0.06,0.05,18000,0.8102803738317756
flare,0.25,0.06,0.05,17000,0.8065420560747665
flare,0.2,0.06,0.05,17000,0.814018691588785
flare,0.3,0.06,0.05,17000,0.8149532710280374
flare,0.1,0.06,0.05,18000,0.8177570093457943
flare,0.2,0.06,0.05,18000,0.8149532710280374
flare,0.25,0.06,0.05,18000,0.8046728971962619
flare,0.15,0.06,0.05,19000,0.814018691588785
flare,0.1,0.06,0.05,19000,0.816822429906542
flare,0.1,0.06,0.05,20000,0.8121495327102803
flare,0.3,0.06,0.05,18000,0.8102803738317756
flare,0.15,0.06,0.05,20000,0.8149532710280374
flare,0.2,0.06,0.05,19000,0.8121495327102803
flare,0.3,0.06,0.05,19000,0.8130841121495328
flare,0.25,0.06,0.05,19000,0.8074766355140188
flare,0.2,0.06,0.05,20000,0.8093457943925234
flare,0.25,0.06,0.05,20000,0.8158878504672898
flare,0.3,0.06,0.05,20000,0.8149532710280374
flare,0.15,0.06,0.1,1000,0.8177570093457944
flare,0.1,0.06,0.1,1000,0.814018691588785
flare,0.3,0.06,0.1,1000,0.8084112149532711
flare,0.25,0.06,0.1,1000,0.8093457943925234
flare,0.1,0.06,0.1,3000,0.8102803738317756
flare,0.1,0.06,0.1,2000,0.811214953271028
flare,0.2,0.06,0.1,1000,0.8065420560747663
flare,0.25,0.06,0.1,2000,0.816822429906542
flare,0.2,0.06,0.1,2000,0.8121495327102803
flare,0.15,0.06,0.1,2000,0.8196261682242991
flare,0.3,0.06,0.1,2000,0.8149532710280374
flare,0.2,0.06,0.1,3000,0.808411214953271
flare,0.15,0.06,0.1,3000,0.8084112149532711
flare,0.15,0.06,0.1,4000,0.8046728971962617
flare,0.25,0.06,0.1,3000,0.811214953271028
flare,0.1,0.06,0.1,4000,0.8121495327102803
flare,0.2,0.06,0.1,4000,0.8065420560747665
flare,0.3,0.06,0.1,3000,0.8084112149532711
flare,0.25,0.06,0.1,4000,0.8084112149532711
flare,0.3,0.06,0.1,4000,0.8149532710280374
flare,0.15,0.06,0.1,5000,0.8130841121495328
flare,0.1,0.06,0.1,5000,0.8196261682242991
flare,0.1,0.06,0.1,6000,0.814018691588785
flare,0.3,0.06,0.1,5000,0.8074766355140188
flare,0.25,0.06,0.1,5000,0.8102803738317756
flare,0.2,0.06,0.1,5000,0.8102803738317756
flare,0.15,0.06,0.1,6000,0.8121495327102803
flare,0.2,0.06,0.1,6000,0.8149532710280374
flare,0.1,0.06,0.1,7000,0.805607476635514
flare,0.15,0.06,0.1,7000,0.8121495327102803
flare,0.25,0.06,0.1,6000,0.8084112149532711
flare,0.3,0.06,0.1,6000,0.8084112149532711
flare,0.25,0.06,0.1,7000,0.8102803738317756
flare,0.2,0.06,0.1,7000,0.8121495327102803
flare,0.3,0.06,0.1,7000,0.8149532710280374
flare,0.1,0.06,0.1,8000,0.8130841121495328
flare,0.15,0.06,0.1,8000,0.8149532710280374
flare,0.2,0.06,0.1,8000,0.8102803738317756
flare,0.25,0.06,0.1,8000,0.8102803738317756
flare,0.1,0.06,0.1,9000,0.8093457943925234
flare,0.15,0.06,0.1,9000,0.811214953271028
flare,0.3,0.06,0.1,8000,0.8130841121495328
flare,0.2,0.06,0.1,9000,0.8046728971962617
flare,0.25,0.06,0.1,9000,0.8196261682242991
flare,0.3,0.06,0.1,9000,0.8149532710280374
flare,0.1,0.06,0.1,10000,0.8177570093457944
flare,0.15,0.06,0.1,10000,0.8009345794392523
flare,0.2,0.06,0.1,10000,0.8121495327102803
flare,0.25,0.06,0.1,10000,0.8121495327102805
flare,0.3,0.06,0.1,10000,0.811214953271028
flare,0.1,0.06,0.1,11000,0.8102803738317756
flare,0.15,0.06,0.1,11000,0.8130841121495328
flare,0.1,0.06,0.1,12000,0.8102803738317756
flare,0.2,0.06,0.1,11000,0.8046728971962617
flare,0.15,0.06,0.1,12000,0.8121495327102803
flare,0.25,0.06,0.1,11000,0.8065420560747663
flare,0.3,0.06,0.1,11000,0.8149532710280374
flare,0.2,0.06,0.1,12000,0.814018691588785
flare,0.1,0.06,0.1,13000,0.8084112149532711
flare,0.3,0.06,0.1,12000,0.814018691588785
flare,0.25,0.06,0.1,12000,0.8074766355140186
flare,0.15,0.06,0.1,13000,0.8158878504672897
flare,0.25,0.06,0.1,13000,0.8084112149532711
flare,0.15,0.06,0.1,14000,0.8065420560747663
flare,0.2,0.06,0.1,13000,0.8158878504672897
flare,0.3,0.06,0.1,13000,0.8074766355140188
flare,0.1,0.06,0.1,14000,0.8177570093457944
flare,0.1,0.06,0.1,15000,0.8158878504672897
flare,0.2,0.06,0.1,14000,0.8177570093457944
flare,0.25,0.06,0.1,14000,0.8093457943925234
flare,0.15,0.06,0.1,15000,0.8130841121495326
flare,0.3,0.06,0.1,14000,0.8149532710280376
flare,0.2,0.06,0.1,15000,0.805607476635514
flare,0.25,0.06,0.1,15000,0.8046728971962617
flare,0.3,0.06,0.1,15000,0.8046728971962617
flare,0.1,0.06,0.1,16000,0.811214953271028
flare,0.15,0.06,0.1,16000,0.8149532710280374
flare,0.1,0.06,0.1,17000,0.8093457943925234
flare,0.2,0.06,0.1,16000,0.8084112149532711
flare,0.25,0.06,0.1,16000,0.8158878504672898
flare,0.3,0.06,0.1,16000,0.8074766355140188
flare,0.15,0.06,0.1,17000,0.8196261682242991
flare,0.2,0.06,0.1,17000,0.814018691588785
flare,0.25,0.06,0.1,17000,0.805607476635514
flare,0.1,0.06,0.1,18000,0.8074766355140186
flare,0.15,0.06,0.1,18000,0.816822429906542
flare,0.3,0.06,0.1,17000,0.8084112149532711
flare,0.1,0.06,0.1,19000,0.8130841121495328
flare,0.25,0.06,0.1,18000,0.8046728971962617
flare,0.2,0.06,0.1,18000,0.8205607476635514
flare,0.3,0.06,0.1,18000,0.8158878504672897
flare,0.15,0.06,0.1,19000,0.8121495327102805
flare,0.2,0.06,0.1,19000,0.8196261682242991
flare,0.3,0.06,0.1,19000,0.8186915887850468
flare,0.25,0.06,0.1,19000,0.8018691588785046
flare,0.15,0.06,0.1,20000,0.8102803738317756
flare,0.1,0.06,0.1,20000,0.8158878504672898
flare,0.1,0.07,0.05,1000,0.8177570093457943
flare,0.2,0.06,0.1,20000,0.8130841121495326
flare,0.25,0.06,0.1,20000,0.8065420560747665
flare,0.3,0.06,0.1,20000,0.8056074766355141
flare,0.15,0.07,0.05,1000,0.8121495327102803
flare,0.2,0.07,0.05,1000,0.8065420560747665
flare,0.25,0.07,0.05,1000,0.8102803738317756
flare,0.1,0.07,0.05,2000,0.8046728971962617
flare,0.3,0.07,0.05,1000,0.8074766355140186
flare,0.15,0.07,0.05,2000,0.8056074766355141
flare,0.2,0.07,0.05,2000,0.8149532710280374
flare,0.15,0.07,0.05,3000,0.8158878504672897
flare,0.3,0.07,0.05,2000,0.7990654205607475
flare,0.1,0.07,0.05,3000,0.8149532710280374
flare,0.1,0.07,0.05,4000,0.8102803738317756
flare,0.25,0.07,0.05,3000,0.8074766355140188
flare,0.25,0.07,0.05,2000,0.8046728971962617
flare,0.2,0.07,0.05,3000,0.8084112149532711
flare,0.3,0.07,0.05,3000,0.816822429906542
flare,0.15,0.07,0.05,4000,0.8093457943925234
flare,0.1,0.07,0.05,5000,0.8121495327102805
flare,0.2,0.07,0.05,4000,0.8084112149532711
flare,0.15,0.07,0.05,5000,0.8084112149532711
flare,0.3,0.07,0.05,4000,0.8065420560747665
flare,0.25,0.07,0.05,4000,0.8149532710280374
flare,0.2,0.07,0.05,5000,0.8149532710280374
flare,0.25,0.07,0.05,5000,0.8065420560747663
flare,0.3,0.07,0.05,5000,0.8046728971962617
flare,0.1,0.07,0.05,6000,0.8093457943925234
flare,0.15,0.07,0.05,6000,0.8158878504672897
flare,0.1,0.07,0.05,7000,0.811214953271028
flare,0.2,0.07,0.05,6000,0.814018691588785
flare,0.25,0.07,0.05,6000,0.814018691588785
flare,0.15,0.07,0.05,7000,0.8149532710280374
flare,0.3,0.07,0.05,6000,0.8130841121495328
flare,0.2,0.07,0.05,7000,0.8158878504672897
flare,0.15,0.07,0.05,8000,0.8093457943925234
flare,0.1,0.07,0.05,8000,0.8196261682242991
flare,0.1,0.07,0.05,9000,0.8205607476635514
flare,0.25,0.07,0.05,7000,0.8121495327102803
flare,0.15,0.07,0.05,9000,0.8093457943925234
flare,0.3,0.07,0.05,7000,0.8121495327102805
flare,0.3,0.07,0.05,8000,0.814018691588785
flare,0.2,0.07,0.05,8000,0.8102803738317756
flare,0.1,0.07,0.05,10000,0.824299065420561
flare,0.25,0.07,0.05,8000,0.814018691588785
flare,0.2,0.07,0.05,9000,0.8074766355140188
flare,0.25,0.07,0.05,9000,0.814018691588785
flare,0.3,0.07,0.05,9000,0.8149532710280374
flare,0.15,0.07,0.05,10000,0.8065420560747663
flare,0.2,0.07,0.05,10000,0.8130841121495328
flare,0.1,0.07,0.05,11000,0.811214953271028
flare,0.25,0.07,0.05,10000,0.8149532710280374
flare,0.15,0.07,0.05,11000,0.8224299065420562
flare,0.3,0.07,0.05,10000,0.8121495327102803
flare,0.2,0.07,0.05,11000,0.8102803738317756
flare,0.1,0.07,0.05,12000,0.8102803738317756
flare,0.25,0.07,0.05,11000,0.8158878504672897
flare,0.3,0.07,0.05,11000,0.8084112149532711
flare,0.15,0.07,0.05,12000,0.8093457943925234
flare,0.1,0.07,0.05,13000,0.8037383177570094
flare,0.2,0.07,0.05,12000,0.8102803738317756
flare,0.3,0.07,0.05,12000,0.8177570093457944
flare,0.25,0.07,0.05,12000,0.8158878504672897
flare,0.15,0.07,0.05,13000,0.8037383177570094
flare,0.1,0.07,0.05,14000,0.8084112149532711
flare,0.2,0.07,0.05,13000,0.8158878504672897
flare,0.25,0.07,0.05,13000,0.8121495327102805
flare,0.3,0.07,0.05,13000,0.8196261682242991
flare,0.15,0.07,0.05,14000,0.811214953271028
flare,0.1,0.07,0.05,15000,0.8037383177570094
flare,0.2,0.07,0.05,14000,0.814018691588785
flare,0.25,0.07,0.05,14000,0.8037383177570094
flare,0.3,0.07,0.05,14000,0.8130841121495328
flare,0.2,0.07,0.05,15000,0.8093457943925234
flare,0.15,0.07,0.05,15000,0.8084112149532711
flare,0.25,0.07,0.05,15000,0.8093457943925234
flare,0.3,0.07,0.05,15000,0.8158878504672897
flare,0.1,0.07,0.05,16000,0.811214953271028
flare,0.15,0.07,0.05,16000,0.811214953271028
flare,0.25,0.07,0.05,16000,0.8074766355140188
flare,0.3,0.07,0.05,16000,0.8102803738317756
flare,0.1,0.07,0.05,17000,0.8158878504672897
flare,0.2,0.07,0.05,16000,0.8046728971962617
flare,0.15,0.07,0.05,17000,0.8205607476635514
flare,0.1,0.07,0.05,18000,0.811214953271028
flare,0.15,0.07,0.05,18000,0.8074766355140188
flare,0.25,0.07,0.05,17000,0.816822429906542
flare,0.2,0.07,0.05,17000,0.8149532710280374
flare,0.15,0.07,0.05,19000,0.816822429906542
flare,0.3,0.07,0.05,17000,0.8093457943925234
flare,0.25,0.07,0.05,18000,0.8121495327102803
flare,0.1,0.07,0.05,19000,0.811214953271028
flare,0.2,0.07,0.05,18000,0.8168224299065422
flare,0.2,0.07,0.05,19000,0.8065420560747663
flare,0.3,0.07,0.05,18000,0.8224299065420559
flare,0.25,0.07,0.05,19000,0.8149532710280374
flare,0.3,0.07,0.05,19000,0.811214953271028
flare,0.1,0.07,0.05,20000,0.8121495327102803
flare,0.15,0.07,0.05,20000,0.811214953271028
flare,0.2,0.07,0.05,20000,0.814018691588785
flare,0.1,0.07,0.1,1000,0.8018691588785046
flare,0.25,0.07,0.05,20000,0.8121495327102803
flare,0.3,0.07,0.05,20000,0.8084112149532711
flare,0.15,0.07,0.1,1000,0.8149532710280374
flare,0.1,0.07,0.1,2000,0.8102803738317756
flare,0.2,0.07,0.1,1000,0.8149532710280374
flare,0.25,0.07,0.1,1000,0.8084112149532711
flare,0.3,0.07,0.1,1000,0.8074766355140188
flare,0.15,0.07,0.1,2000,0.811214953271028
flare,0.15,0.07,0.1,3000,0.814018691588785
flare,0.1,0.07,0.1,3000,0.8102803738317756
flare,0.2,0.07,0.1,2000,0.8102803738317756
flare,0.25,0.07,0.1,2000,0.8168224299065422
flare,0.3,0.07,0.1,2000,0.8084112149532711
flare,0.1,0.07,0.1,4000,0.8084112149532711
flare,0.15,0.07,0.1,4000,0.811214953271028
flare,0.2,0.07,0.1,3000,0.8130841121495326
flare,0.25,0.07,0.1,3000,0.8233644859813085
flare,0.3,0.07,0.1,3000,0.8102803738317756
flare,0.2,0.07,0.1,4000,0.8028037383177569
flare,0.25,0.07,0.1,4000,0.8074766355140186
flare,0.1,0.07,0.1,5000,0.811214953271028
flare,0.3,0.07,0.1,4000,0.8074766355140186
flare,0.15,0.07,0.1,5000,0.8196261682242991
flare,0.2,0.07,0.1,5000,0.8102803738317756
flare,0.1,0.07,0.1,6000,0.8158878504672897
flare,0.25,0.07,0.1,5000,0.8056074766355141
flare,0.3,0.07,0.1,5000,0.8102803738317759
flare,0.15,0.07,0.1,6000,0.8093457943925234
flare,0.1,0.07,0.1,7000,0.8046728971962617
flare,0.25,0.07,0.1,6000,0.8093457943925234
flare,0.2,0.07,0.1,6000,0.8130841121495326
flare,0.3,0.07,0.1,6000,0.8149532710280374
flare,0.15,0.07,0.1,7000,0.8093457943925234
flare,0.1,0.07,0.1,8000,0.8056074766355141
flare,0.25,0.07,0.1,7000,0.805607476635514
flare,0.2,0.07,0.1,7000,0.811214953271028
flare,0.15,0.07,0.1,8000,0.8130841121495328
flare,0.3,0.07,0.1,7000,0.8233644859813085
flare,0.1,0.07,0.1,9000,0.8028037383177569
flare,0.2,0.07,0.1,8000,0.8102803738317756
flare,0.25,0.07,0.1,8000,0.8093457943925234
flare,0.15,0.07,0.1,9000,0.8149532710280374
flare,0.3,0.07,0.1,8000,0.8093457943925234
flare,0.2,0.07,0.1,9000,0.8130841121495328
flare,0.1,0.07,0.1,10000,0.8149532710280374
flare,0.25,0.07,0.1,9000,0.8093457943925234
flare,0.3,0.07,0.1,9000,0.8140186915887849
flare,0.15,0.07,0.1,10000,0.811214953271028
flare,0.1,0.07,0.1,11000,0.811214953271028
flare,0.2,0.07,0.1,10000,0.8149532710280374
flare,0.25,0.07,0.1,10000,0.8177570093457944
flare,0.3,0.07,0.1,10000,0.8065420560747665
flare,0.15,0.07,0.1,11000,0.8065420560747663
flare,0.1,0.07,0.1,12000,0.8065420560747663
flare,0.2,0.07,0.1,11000,0.814018691588785
flare,0.15,0.07,0.1,12000,0.816822429906542
flare,0.25,0.07,0.1,11000,0.8149532710280374
flare,0.3,0.07,0.1,11000,0.8158878504672897
flare,0.1,0.07,0.1,13000,0.8130841121495326
flare,0.2,0.07,0.1,12000,0.8084112149532711
flare,0.25,0.07,0.1,12000,0.8102803738317756
flare,0.3,0.07,0.1,12000,0.8093457943925234
flare,0.15,0.07,0.1,13000,0.811214953271028
flare,0.1,0.07,0.1,14000,0.8149532710280374
flare,0.2,0.07,0.1,13000,0.8130841121495328
flare,0.25,0.07,0.1,13000,0.8214953271028038
flare,0.15,0.07,0.1,14000,0.8065420560747663
flare,0.3,0.07,0.1,13000,0.816822429906542
flare,0.2,0.07,0.1,14000,0.814018691588785
flare,0.25,0.07,0.1,14000,0.8121495327102803
flare,0.1,0.07,0.1,15000,0.8149532710280374
flare,0.3,0.07,0.1,14000,0.8177570093457944
flare,0.15,0.07,0.1,15000,0.8084112149532711
flare,0.1,0.07,0.1,16000,0.8084112149532711
flare,0.2,0.07,0.1,15000,0.8084112149532711
flare,0.25,0.07,0.1,15000,0.8028037383177571
flare,0.3,0.07,0.1,15000,0.8084112149532711
flare,0.15,0.07,0.1,16000,0.8093457943925234
flare,0.1,0.07,0.1,17000,0.8168224299065422
flare,0.15,0.07,0.1,17000,0.8168224299065422
flare,0.2,0.07,0.1,16000,0.8196261682242991
flare,0.25,0.07,0.1,16000,0.8093457943925234
flare,0.3,0.07,0.1,16000,0.814018691588785
flare,0.1,0.07,0.1,18000,0.805607476635514
flare,0.15,0.07,0.1,18000,0.8084112149532711
flare,0.2,0.07,0.1,17000,0.8065420560747663
flare,0.25,0.07,0.1,17000,0.8102803738317756
flare,0.3,0.07,0.1,17000,0.816822429906542
flare,0.1,0.07,0.1,19000,0.8186915887850468
flare,0.2,0.07,0.1,18000,0.8102803738317756
flare,0.25,0.07,0.1,18000,0.8149532710280374
flare,0.3,0.07,0.1,18000,0.8130841121495326
flare,0.15,0.07,0.1,19000,0.811214953271028
flare,0.1,0.07,0.1,20000,0.814018691588785
flare,0.2,0.07,0.1,19000,0.8158878504672897
flare,0.25,0.07,0.1,19000,0.8074766355140188
flare,0.3,0.07,0.1,19000,0.8149532710280374
flare,0.15,0.07,0.1,20000,0.8102803738317756
flare,0.2,0.07,0.1,20000,0.8102803738317756
flare,0.25,0.07,0.1,20000,0.8130841121495328
flare,0.1,0.08,0.05,1000,0.811214953271028
flare,0.3,0.07,0.1,20000,0.8046728971962617
flare,0.15,0.08,0.05,1000,0.8130841121495328
flare,0.1,0.08,0.05,2000,0.8196261682242991
flare,0.2,0.08,0.05,1000,0.805607476635514
flare,0.25,0.08,0.05,1000,0.8065420560747665
flare,0.3,0.08,0.05,1000,0.8112149532710282
flare,0.15,0.08,0.05,2000,0.8158878504672897
flare,0.1,0.08,0.05,3000,0.8112149532710282
flare,0.15,0.08,0.05,3000,0.814018691588785
flare,0.2,0.08,0.05,2000,0.811214953271028
flare,0.25,0.08,0.05,2000,0.8149532710280374
flare,0.3,0.08,0.05,2000,0.8196261682242991
flare,0.1,0.08,0.05,4000,0.8093457943925234
flare,0.2,0.08,0.05,3000,0.8121495327102803
flare,0.25,0.08,0.05,3000,0.8177570093457944
flare,0.3,0.08,0.05,3000,0.8196261682242991
flare,0.15,0.08,0.05,4000,0.8196261682242991
flare,0.1,0.08,0.05,5000,0.8084112149532711
flare,0.25,0.08,0.05,4000,0.8018691588785046
flare,0.2,0.08,0.05,4000,0.8093457943925234
flare,0.3,0.08,0.05,4000,0.8093457943925234
flare,0.15,0.08,0.05,5000,0.811214953271028
flare,0.2,0.08,0.05,5000,0.8065420560747665
flare,0.1,0.08,0.05,6000,0.805607476635514
flare,0.25,0.08,0.05,5000,0.811214953271028
flare,0.15,0.08,0.05,6000,0.8158878504672898
flare,0.3,0.08,0.05,5000,0.8149532710280374
flare,0.1,0.08,0.05,7000,0.8158878504672897
flare,0.2,0.08,0.05,6000,0.8037383177570094
flare,0.25,0.08,0.05,6000,0.8130841121495328
flare,0.3,0.08,0.05,6000,0.8046728971962617
flare,0.15,0.08,0.05,7000,0.8121495327102805
flare,0.1,0.08,0.05,8000,0.8205607476635514
flare,0.2,0.08,0.05,7000,0.811214953271028
flare,0.3,0.08,0.05,7000,0.8102803738317756
flare,0.25,0.08,0.05,7000,0.8121495327102805
flare,0.15,0.08,0.05,8000,0.8158878504672897
flare,0.2,0.08,0.05,8000,0.8102803738317756
flare,0.1,0.08,0.05,9000,0.8102803738317756
flare,0.25,0.08,0.05,8000,0.8168224299065422
flare,0.3,0.08,0.05,8000,0.8186915887850468
flare,0.15,0.08,0.05,9000,0.8158878504672897
flare,0.25,0.08,0.05,9000,0.8093457943925234
flare,0.2,0.08,0.05,9000,0.8093457943925234
flare,0.1,0.08,0.05,10000,0.8093457943925234
flare,0.3,0.08,0.05,9000,0.811214953271028
flare,0.15,0.08,0.05,10000,0.811214953271028
flare,0.1,0.08,0.05,11000,0.8130841121495326
flare,0.2,0.08,0.05,10000,0.8130841121495326
flare,0.25,0.08,0.05,10000,0.8112149532710282
flare,0.3,0.08,0.05,10000,0.811214953271028
flare,0.15,0.08,0.05,11000,0.8074766355140186
flare,0.1,0.08,0.05,12000,0.8102803738317756
flare,0.25,0.08,0.05,11000,0.8177570093457944
flare,0.2,0.08,0.05,11000,0.811214953271028
flare,0.3,0.08,0.05,11000,0.8130841121495326
flare,0.15,0.08,0.05,12000,0.816822429906542
flare,0.1,0.08,0.05,13000,0.8084112149532711
flare,0.2,0.08,0.05,12000,0.8065420560747665
flare,0.25,0.08,0.05,12000,0.8149532710280374
flare,0.3,0.08,0.05,12000,0.814018691588785
flare,0.15,0.08,0.05,13000,0.8168224299065422
flare,0.2,0.08,0.05,13000,0.811214953271028
flare,0.25,0.08,0.05,13000,0.8074766355140188
flare,0.1,0.08,0.05,14000,0.8168224299065422
flare,0.3,0.08,0.05,13000,0.814018691588785
flare,0.15,0.08,0.05,14000,0.8084112149532711
flare,0.2,0.08,0.05,14000,0.8046728971962617
flare,0.25,0.08,0.05,14000,0.811214953271028
flare,0.1,0.08,0.05,15000,0.811214953271028
flare,0.3,0.08,0.05,14000,0.8177570093457944
flare,0.15,0.08,0.05,15000,0.8065420560747665
flare,0.1,0.08,0.05,16000,0.8102803738317756
flare,0.2,0.08,0.05,15000,0.805607476635514
flare,0.25,0.08,0.05,15000,0.814018691588785
flare,0.15,0.08,0.05,16000,0.811214953271028
flare,0.3,0.08,0.05,15000,0.8028037383177571
flare,0.1,0.08,0.05,17000,0.8158878504672898
flare,0.25,0.08,0.05,16000,0.8121495327102805
flare,0.2,0.08,0.05,16000,0.8233644859813085
flare,0.3,0.08,0.05,16000,0.8121495327102805
flare,0.15,0.08,0.05,17000,0.811214953271028
flare,0.1,0.08,0.05,18000,0.8102803738317756
flare,0.25,0.08,0.05,17000,0.8065420560747663
flare,0.2,0.08,0.05,17000,0.8093457943925234
flare,0.3,0.08,0.05,17000,0.8037383177570092
flare,0.15,0.08,0.05,18000,0.811214953271028
flare,0.25,0.08,0.05,18000,0.8009345794392523
flare,0.2,0.08,0.05,18000,0.8093457943925234
flare,0.3,0.08,0.05,18000,0.8093457943925234
flare,0.1,0.08,0.05,19000,0.8121495327102803
flare,0.15,0.08,0.05,19000,0.8205607476635514
flare,0.1,0.08,0.05,20000,0.8074766355140188
flare,0.2,0.08,0.05,19000,0.8093457943925234
